sr_number,raw_address,house,direction,street_name,street_type,address_key
SR26-00131717,1813 N OAK PARK AVE,1813,N,OAK PARK,AVE,1813 N OAK PARK AVE
SR26-00131722,7124 S WASHTENAW AVE,7124,S,WASHTENAW,AVE,7124 S WASHTENAW AVE
SR26-00131755,532 W ROSCOE ST,532,W,ROSCOE,ST,532 W ROSCOE ST
SR26-00131784,4915 W DRUMMOND PL,4915,W,DRUMMOND,PL,4915 W DRUMMOND PL
SR26-00131794,1549 E 93RD ST,1549,E,93RD,ST,1549 E 93RD ST
SR26-00131800,7109 S VINCENNES AVE,7109,S,VINCENNES,AVE,7109 S VINCENNES AVE
SR26-00131814,4939 N ELSTON AVE,4939,N,ELSTON,AVE,4939 N ELSTON AVE
SR26-00131822,5700 S JEAN BAPTISTE POINTE DUSABLE LAKE SHORE DR,5700,S,JEAN BAPTISTE POINTE DUSABLE LAKE SHORE,DR,5700 S JEAN BAPTISTE POINTE DUSABLE LAKE SHORE DR
SR26-00131824,841 W 26TH PL,841,W,26TH,PL,841 W 26TH PL
SR26-00131831,1238 W 31ST ST,1238,W,31ST,ST,1238 W 31ST ST
SR26-00131843,1001 S LARAMIE AVE,1001,S,LARAMIE,AVE,1001 S LARAMIE AVE
SR26-00131846,1016 W 35TH ST,1016,W,35TH,ST,1016 W 35TH ST
SR26-00131852,6816 S WABASH AVE,6816,S,WABASH,AVE,6816 S WABASH AVE
SR26-00131859,908 W 35TH ST,908,W,35TH,ST,908 W 35TH ST
SR26-00131860,5814 S KEELER AVE,5814,S,KEELER,AVE,5814 S KEELER AVE
SR26-00131868,3866 S HALSTED ST,3866,S,HALSTED,ST,3866 S HALSTED ST
SR26-00131874,2050 W WEBSTER AVE,2050,W,WEBSTER,AVE,2050 W WEBSTER AVE
SR26-00131875,3511 S MORGAN ST,3511,S,MORGAN,ST,3511 S MORGAN ST
SR26-00131894,1520 W 103RD ST,1520,W,103RD,ST,1520 W 103RD ST
SR26-00131896,4014 S HALSTED ST,4014,S,HALSTED,ST,4014 S HALSTED ST
SR26-00131898,1620 W 71ST ST,1620,W,71ST,ST,1620 W 71ST ST
SR26-00131917,623 W 26TH ST,623,W,26TH,ST,623 W 26TH ST
SR26-00131934,2576 S HALSTED ST,2576,S,HALSTED,ST,2576 S HALSTED ST
SR26-00131940,535 W 28TH PL,535,W,28TH,PL,535 W 28TH PL
SR26-00131942,2350 W 110TH ST,2350,W,110TH,ST,2350 W 110TH ST
SR26-00131957,11266 S LAFLIN ST,11266,S,LAFLIN,ST,11266 S LAFLIN ST
SR26-00131961,734 W 34TH ST,734,W,34TH,ST,734 W 34TH ST
SR26-00131966,3215 S RHODES AVE,3215,S,RHODES,AVE,3215 S RHODES AVE
SR26-00131971,8770 W BRYN MAWR AVE,8770,W,BRYN MAWR,AVE,8770 W BRYN MAWR AVE
SR26-00131974,5326 W WAVELAND AVE,5326,W,WAVELAND,AVE,5326 W WAVELAND AVE
SR26-00131994,516 W 35TH ST,516,W,35TH,ST,516 W 35TH ST
SR26-00132005,2554 W FULLERTON AVE,2554,W,FULLERTON,AVE,2554 W FULLERTON AVE
SR26-00132014,2151 W DIVISION ST,2151,W,DIVISION,ST,2151 W DIVISION ST
SR26-00132022,1525 W 79TH ST,1525,W,79TH,ST,1525 W 79TH ST
SR26-00132023,4446 S HERMITAGE AVE,4446,S,HERMITAGE,AVE,4446 S HERMITAGE AVE
SR26-00132025,2720 W WELLINGTON AVE,2720,W,WELLINGTON,AVE,2720 W WELLINGTON AVE
SR26-00132029,711 W 74TH ST,711,W,74TH,ST,711 W 74TH ST
SR26-00132038,845 E 42ND PL,845,E,42ND,PL,845 E 42ND PL
SR26-00132043,4447 S HERMITAGE AVE,4447,S,HERMITAGE,AVE,4447 S HERMITAGE AVE
SR26-00132049,633 S LASALLE ST,633,S,LASALLE,ST,633 S LASALLE ST
SR26-00132058,534 E 32ND ST,534,E,32ND,ST,534 E 32ND ST
SR26-00132059,4442 S HERMITAGE AVE,4442,S,HERMITAGE,AVE,4442 S HERMITAGE AVE
SR26-00132067,6338 S CALIFORNIA AVE,6338,S,CALIFORNIA,AVE,6338 S CALIFORNIA AVE
SR26-00132072,4442 S HERMITAGE AVE,4442,S,HERMITAGE,AVE,4442 S HERMITAGE AVE
SR26-00132083,240 W 24TH PL,240,W,24TH,PL,240 W 24TH PL
SR26-00132084,3617 W 80TH ST,3617,W,80TH,ST,3617 W 80TH ST
SR26-00132094,5413 S KILPATRICK AVE,5413,S,KILPATRICK,AVE,5413 S KILPATRICK AVE
SR26-00132097,5959 W EASTWOOD AVE,5959,W,EASTWOOD,AVE,5959 W EASTWOOD AVE
SR26-00132100,4445 W 68TH ST,4445,W,68TH,ST,4445 W 68TH ST
SR26-00132104,7808 S MORGAN ST,7808,S,MORGAN,ST,7808 S MORGAN ST
SR26-00132107,7715 S KEATING AVE,7715,S,KEATING,AVE,7715 S KEATING AVE
SR26-00132111,5505 S KEDVALE AVE,5505,S,KEDVALE,AVE,5505 S KEDVALE AVE
SR26-00132112,505 N LAKE SHORE DR,505,N,LAKE SHORE,DR,505 N LAKE SHORE DR
SR26-00132114,9824 S WINCHESTER AVE,9824,S,WINCHESTER,AVE,9824 S WINCHESTER AVE
SR26-00132115,3724 W COLUMBUS AVE,3724,W,COLUMBUS,AVE,3724 W COLUMBUS AVE
SR26-00132120,5512 S TRUMBULL AVE,5512,S,TRUMBULL,AVE,5512 S TRUMBULL AVE
SR26-00132134,3211 S PULASKI RD,3211,S,PULASKI,RD,3211 S PULASKI RD
SR26-00132135,3457 N OSAGE AVE,3457,N,OSAGE,AVE,3457 N OSAGE AVE
SR26-00132137,5645 S HALSTED ST,5645,S,HALSTED,ST,5645 S HALSTED ST
SR26-00132138,836 S LAFLIN ST,836,S,LAFLIN,ST,836 S LAFLIN ST
SR26-00132141,10241 S VAN VLISSINGEN RD,10241,S,VAN VLISSINGEN,RD,10241 S VAN VLISSINGEN RD
SR26-00132147,12759 S INDIANA AVE,12759,S,INDIANA,AVE,12759 S INDIANA AVE
SR26-00132158,5477 S OAK PARK AVE,5477,S,OAK PARK,AVE,5477 S OAK PARK AVE
SR26-00132160,4908 W BELDEN AVE,4908,W,BELDEN,AVE,4908 W BELDEN AVE
SR26-00132168,2723 W WELLINGTON AVE,2723,W,WELLINGTON,AVE,2723 W WELLINGTON AVE
SR26-00132220,5801 S DAMEN AVE,5801,S,DAMEN,AVE,5801 S DAMEN AVE
SR26-00132233,1703 W IRVING PARK RD,1703,W,IRVING PARK,RD,1703 W IRVING PARK RD
SR26-00132263,212 W 105TH ST,212,W,105TH,ST,212 W 105TH ST
SR26-00132271,219 W 107TH PL,219,W,107TH,PL,219 W 107TH PL
SR26-00132278,33 E 111TH PL,33,E,111TH,PL,33 E 111TH PL
SR26-00132283,204 W 118TH ST,204,W,118TH,ST,204 W 118TH ST
SR26-00132284,2200 W 68TH ST,2200,W,68TH,ST,2200 W 68TH ST
SR26-00132290,204 E 101ST ST,204,E,101ST,ST,204 E 101ST ST
SR26-00132295,10345 S WABASH AVE,10345,S,WABASH,AVE,10345 S WABASH AVE
SR26-00132306,137 E 105TH ST,137,E,105TH,ST,137 E 105TH ST
SR26-00132319,11536 S MICHIGAN AVE,11536,S,MICHIGAN,AVE,11536 S MICHIGAN AVE
SR26-00132333,8906 S ST LAWRENCE AVE,8906,S,ST LAWRENCE,AVE,8906 S ST LAWRENCE AVE
SR26-00132339,9507 S RACINE AVE,9507,S,RACINE,AVE,9507 S RACINE AVE
SR26-00132340,8909 S LANGLEY AVE,8909,S,LANGLEY,AVE,8909 S LANGLEY AVE
SR26-00132353,695 E 89TH ST,695,E,89TH,ST,695 E 89TH ST
SR26-00132361,1359 W MARQUETTE RD,1359,W,MARQUETTE,RD,1359 W MARQUETTE RD
SR26-00132362,1752 W GRAND,1752,W,GRAND,,1752 W GRAND
SR26-00132365,729 E 91ST PL,729,E,91ST,PL,729 E 91ST PL
SR26-00132373,826 E 132ND ST,826,E,132ND,ST,826 E 132ND ST
SR26-00132400,8108 S THROOP ST,8108,S,THROOP,ST,8108 S THROOP ST
SR26-00132404,5700 S JEAN BAPTISTE POINTE DUSABLE LAKE SHORE DR,5700,S,JEAN BAPTISTE POINTE DUSABLE LAKE SHORE,DR,5700 S JEAN BAPTISTE POINTE DUSABLE LAKE SHORE DR
SR26-00132406,1744 N WESTERN AVE,1744,N,WESTERN,AVE,1744 N WESTERN AVE
SR26-00132415,1657 W WINONA ST,1657,W,WINONA,ST,1657 W WINONA ST
SR26-00132421,5100 S ARTESIAN AVE,5100,S,ARTESIAN,AVE,5100 S ARTESIAN AVE
SR26-00132425,915 E 132ND PL,915,E,132ND,PL,915 E 132ND PL
SR26-00132428,6314 N BELL AVE,6314,N,BELL,AVE,6314 N BELL AVE
SR26-00132436,878 E 132ND ST,878,E,132ND,ST,878 E 132ND ST
SR26-00132439,5637 S TRIPP AVE,5637,S,TRIPP,AVE,5637 S TRIPP AVE
SR26-00132450,7924 S FAIRFIELD AVE,7924,S,FAIRFIELD,AVE,7924 S FAIRFIELD AVE
SR26-00132486,4300 N DAMEN AVE,4300,N,DAMEN,AVE,4300 N DAMEN AVE
SR26-00132488,4220 N DAMEN AVE,4220,N,DAMEN,AVE,4220 N DAMEN AVE
SR26-00132491,4203 N DAMEN AVE,4203,N,DAMEN,AVE,4203 N DAMEN AVE
SR26-00132498,9247 S BURLEY AVE,9247,S,BURLEY,AVE,9247 S BURLEY AVE
SR26-00132504,2704 N SAWYER,2704,N,SAWYER,,2704 N SAWYER
SR26-00132507,11618 S LAFLIN ST,11618,S,LAFLIN,ST,11618 S LAFLIN ST
SR26-00132523,4572 S LAKE PARK AVE,4572,S,LAKE PARK,AVE,4572 S LAKE PARK AVE
SR26-00132544,10914 S EBERHART AVE,10914,S,EBERHART,AVE,10914 S EBERHART AVE
SR26-00132550,1518 W 108TH PL,1518,W,108TH,PL,1518 W 108TH PL
SR26-00132569,4706 W 83RD ST,4706,W,83RD,ST,4706 W 83RD ST
SR26-00132576,1701 W DIVISION ST,1701,W,DIVISION,ST,1701 W DIVISION ST
SR26-00132619,29 E MADISON ST,29,E,MADISON,ST,29 E MADISON ST
SR26-00132622,1422 W WEBSTER AVE,1422,W,WEBSTER,AVE,1422 W WEBSTER AVE
SR26-00132640,3741 N PINE GROVE AVE,3741,N,PINE GROVE,AVE,3741 N PINE GROVE AVE
SR26-00132664,5500 S WABASH,5500,S,WABASH,,5500 S WABASH
SR26-00132678,6040 S KILBOURN,6040,S,KILBOURN,,6040 S KILBOURN
SR26-00132686,5057 W BERENICE AVE,5057,W,BERENICE,AVE,5057 W BERENICE AVE
SR26-00132695,2936 W BELMONT AVE,2936,W,BELMONT,AVE,2936 W BELMONT AVE
SR26-00132696,5737S S KENNETH AVE,5737S,S,KENNETH,AVE,5737S S KENNETH AVE
SR26-00132697,8114 S KINGSTON AVE,8114,S,KINGSTON,AVE,8114 S KINGSTON AVE
SR26-00132699,6042 S KILBOURN,6042,S,KILBOURN,,6042 S KILBOURN
SR26-00132726,5057 W BERENICE AVE,5057,W,BERENICE,AVE,5057 W BERENICE AVE
SR26-00132731,2072 N WESTERN AVE,2072,N,WESTERN,AVE,2072 N WESTERN AVE
SR26-00132736,5057 W BERENICE AVE,5057,W,BERENICE,AVE,5057 W BERENICE AVE
SR26-00132748,1711 E 84TH ST,1711,E,84TH,ST,1711 E 84TH ST
SR26-00132755,5500 S INDIANA,5500,S,INDIANA,,5500 S INDIANA
SR26-00132758,1922 N MOHAWK ST,1922,N,MOHAWK,ST,1922 N MOHAWK ST
SR26-00132759,5500 S INDIANA,5500,S,INDIANA,,5500 S INDIANA
SR26-00132762,1660 W MEDILL,1660,W,MEDILL,,1660 W MEDILL
SR26-00132765,5316 N BROADWAY,5316,N,BROADWAY,,5316 N BROADWAY
SR26-00132766,7257 N HAMILTON AVE,7257,N,HAMILTON,AVE,7257 N HAMILTON AVE
SR26-00132786,6274 S NEENAH AVE,6274,S,NEENAH,AVE,6274 S NEENAH AVE
SR26-00132788,6040 S KILBOURN AVE,6040,S,KILBOURN,AVE,6040 S KILBOURN AVE
SR26-00132817,6424 S KIMBARK AVE,6424,S,KIMBARK,AVE,6424 S KIMBARK AVE
SR26-00132859,1935 N MOHAWK ST,1935,N,MOHAWK,ST,1935 N MOHAWK ST
SR26-00132906,3026 W PERSHING RD,3026,W,PERSHING,RD,3026 W PERSHING RD
SR26-00132927,7205 S HARDING AVE,7205,S,HARDING,AVE,7205 S HARDING AVE
SR26-00132951,9152 S PHILLIPS AVE,9152,S,PHILLIPS,AVE,9152 S PHILLIPS AVE
SR26-00132961,5670 N FOREST GLEN AVE,5670,N,FOREST GLEN,AVE,5670 N FOREST GLEN AVE
SR26-00132968,3441 W 59TH PL,3441,W,59TH,PL,3441 W 59TH PL
SR26-00132975,6313 S CHAMPLAIN AVE,6313,S,CHAMPLAIN,AVE,6313 S CHAMPLAIN AVE
SR26-00132983,4054 N KIMBALL AVE,4054,N,KIMBALL,AVE,4054 N KIMBALL AVE
SR26-00132989,6524 W 63RD ST,6524,W,63RD,ST,6524 W 63RD ST
SR26-00133043,9241 S BURNSIDE AVE,9241,S,BURNSIDE,AVE,9241 S BURNSIDE AVE
SR26-00133118,3447 N PACIFIC AVE,3447,N,PACIFIC,AVE,3447 N PACIFIC AVE
SR26-00133122,2907 E 130TH ST,2907,E,130TH,ST,2907 E 130TH ST
SR26-00133127,2648 W HURON ST,2648,W,HURON,ST,2648 W HURON ST
SR26-00133156,301 W 110TH ST,301,W,110TH,ST,301 W 110TH ST
SR26-00133192,6345 S MORGAN ST,6345,S,MORGAN,ST,6345 S MORGAN ST
SR26-00133204,2952 W 73RD ST,2952,W,73RD,ST,2952 W 73RD ST
SR26-00133208,9251 S EMERALD AVE,9251,S,EMERALD,AVE,9251 S EMERALD AVE
SR26-00133220,3344 W CERMAK RD,3344,W,CERMAK,RD,3344 W CERMAK RD
SR26-00133236,11432 S DR MARTIN LUTHER KING JR DR,11432,S,DR MARTIN LUTHER KING JR,DR,11432 S DR MARTIN LUTHER KING JR DR
SR26-00133253,3024 N LONG AVE,3024,N,LONG,AVE,3024 N LONG AVE
SR26-00133254,6040 S KILPATRICK AVE,6040,S,KILPATRICK,AVE,6040 S KILPATRICK AVE
SR26-00133279,1150 E 76th ST,1150,E,76TH,ST,1150 E 76TH ST
SR26-00133291,6045 S KILPATRICK AVE,6045,S,KILPATRICK,AVE,6045 S KILPATRICK AVE
SR26-00133307,10461 S MICHIGAN AVE,10461,S,MICHIGAN,AVE,10461 S MICHIGAN AVE
SR26-00133316,6040 S KILPATRICK AVE,6040,S,KILPATRICK,AVE,6040 S KILPATRICK AVE
SR26-00133328,2020 N LINCOLN PARK,2020,N,LINCOLN,PARK,2020 N LINCOLN PARK
SR26-00133331,3543 W 83RD PL,3543,W,83RD,PL,3543 W 83RD PL
SR26-00133336,354 E 89TH PL,354,E,89TH,PL,354 E 89TH PL
SR26-00133341,5628 N KARLOV AVE,5628,N,KARLOV,AVE,5628 N KARLOV AVE
SR26-00133342,1835 N HERMITAGE AVE,1835,N,HERMITAGE,AVE,1835 N HERMITAGE AVE
SR26-00133345,8072 S KENTON AVE,8072,S,KENTON,AVE,8072 S KENTON AVE
SR26-00133382,9806 S NORMAL AVE,9806,S,NORMAL,AVE,9806 S NORMAL AVE
SR26-00133401,2204 W 111TH ST,2204,W,111TH,ST,2204 W 111TH ST
SR26-00133438,3942 N CLAREDON AVE,3942,N,CLAREDON,AVE,3942 N CLAREDON AVE
SR26-00133445,1646 W 32ND ST,1646,W,32ND,ST,1646 W 32ND ST
SR26-00133451,4181 N CLARENDON AVE,4181,N,CLARENDON,AVE,4181 N CLARENDON AVE
SR26-00133473,2912 W FILLMORE ST,2912,W,FILLMORE,ST,2912 W FILLMORE ST
SR26-00133476,4189 N CLARENDON AVE,4189,N,CLARENDON,AVE,4189 N CLARENDON AVE
SR26-00133486,6123 S MONITOR AVE,6123,S,MONITOR,AVE,6123 S MONITOR AVE
SR26-00133488,822 W BUENA AVE,822,W,BUENA,AVE,822 W BUENA AVE
SR26-00133492,1286 N MILWAUKEE AVE,1286,N,MILWAUKEE,AVE,1286 N MILWAUKEE AVE
SR26-00133517,1284 N MILWAUKEE,1284,N,MILWAUKEE,,1284 N MILWAUKEE
SR26-00133543,3621 N CLAREMONT AVE,3621,N,CLAREMONT,AVE,3621 N CLAREMONT AVE
SR26-00133544,7193 W GRAND AVE,7193,W,GRAND,AVE,7193 W GRAND AVE
SR26-00133551,1316 N MILWAUKEE,1316,N,MILWAUKEE,,1316 N MILWAUKEE
SR26-00133564,6536 S DR MARTIN LUTHER KING JR DR,6536,S,DR MARTIN LUTHER KING JR,DR,6536 S DR MARTIN LUTHER KING JR DR
SR26-00133571,1818 W FOSTER AVE,1818,W,FOSTER,AVE,1818 W FOSTER AVE
SR26-00133581,3401 N KNOX AVE,3401,N,KNOX,AVE,3401 N KNOX AVE
SR26-00133612,2620 W NORTH AVE,2620,W,NORTH,AVE,2620 W NORTH AVE
SR26-00133614,9536 S EWING AVE,9536,S,EWING,AVE,9536 S EWING AVE
SR26-00133673,1338 N MILWAUKEE,1338,N,MILWAUKEE,,1338 N MILWAUKEE
SR26-00133690,1342 N MILWAUKEE,1342,N,MILWAUKEE,,1342 N MILWAUKEE
SR26-00133699,2251 W NORTH AVE,2251,W,NORTH,AVE,2251 W NORTH AVE
SR26-00133705,1344 N MILWAUKEE,1344,N,MILWAUKEE,,1344 N MILWAUKEE
SR26-00133712,4503 N KIMBALL AVE,4503,N,KIMBALL,AVE,4503 N KIMBALL AVE
SR26-00133715,6911 W GRAND AVE,6911,W,GRAND,AVE,6911 W GRAND AVE
SR26-00133728,1372 N MILWAUKEE,1372,N,MILWAUKEE,,1372 N MILWAUKEE
SR26-00133729,11351 S AVENUE  L,11351,S,AVENUE L,,11351 S AVENUE L
SR26-00133730,516 N RUSH ST,516,N,RUSH,ST,516 N RUSH ST
SR26-00133750,8435 S STATE ST,8435,S,STATE,ST,8435 S STATE ST
SR26-00133751,6911 W GRAND AVE,6911,W,GRAND,AVE,6911 W GRAND AVE
SR26-00133757,6018 N DAMEN AVE,6018,N,DAMEN,AVE,6018 N DAMEN AVE
SR26-00133760,2403 W 36TH ST,2403,W,36TH,ST,2403 W 36TH ST
SR26-00133771,2405 W 36TH ST,2405,W,36TH,ST,2405 W 36TH ST
SR26-00133773,7359 S HOYNE AVE,7359,S,HOYNE,AVE,7359 S HOYNE AVE
SR26-00133789,2414 W 36TH ST,2414,W,36TH,ST,2414 W 36TH ST
SR26-00133791,676 N LASALLE DR,676,N,LASALLE,DR,676 N LASALLE DR
SR26-00133804,2451 W FOSTER AVE,2451,W,FOSTER,AVE,2451 W FOSTER AVE
SR26-00133815,2156 N CLYBOURN AVE,2156,N,CLYBOURN,AVE,2156 N CLYBOURN AVE
SR26-00133823,4459 S ST LOUIS AVE,4459,S,ST LOUIS,AVE,4459 S ST LOUIS AVE
SR26-00133826,9801 S BELL AVE,9801,S,BELL,AVE,9801 S BELL AVE
SR26-00133887,363 W ERIE ST,363,W,ERIE,ST,363 W ERIE ST
SR26-00133893,8043 S COLES AVE,8043,S,COLES,AVE,8043 S COLES AVE
SR26-00133908,8345 S ADA ST,8345,S,ADA,ST,8345 S ADA ST
SR26-00133933,8407 S KEATING AVE,8407,S,KEATING,AVE,8407 S KEATING AVE
SR26-00133938,8340 S ADA ST,8340,S,ADA,ST,8340 S ADA ST
SR26-00133941,2916 W ADAMS ST,2916,W,ADAMS,ST,2916 W ADAMS ST
SR26-00133943,9321 S FOREST AVE,9321,S,FOREST,AVE,9321 S FOREST AVE
SR26-00133955,5655 S RICHMOND ST,5655,S,RICHMOND,ST,5655 S RICHMOND ST
SR26-00133959,1301 S WESTERN AVE,1301,S,WESTERN,AVE,1301 S WESTERN AVE
SR26-00133962,3927 N WHIPPLE ST,3927,N,WHIPPLE,ST,3927 N WHIPPLE ST
SR26-00133978,2626 N LAKEVIEW AVE,2626,N,LAKEVIEW,AVE,2626 N LAKEVIEW AVE
SR26-00133981,1725 N HARLEM AVE,1725,N,HARLEM,AVE,1725 N HARLEM AVE
SR26-00133982,7100 S SACRAMENTO AVE,7100,S,SACRAMENTO,AVE,7100 S SACRAMENTO AVE
SR26-00133999,268 N HAMLIN BLVD,268,N,HAMLIN,BLVD,268 N HAMLIN BLVD
SR26-00134054,6907 W GRAND AVE,6907,W,GRAND,AVE,6907 W GRAND AVE
SR26-00134064,1000 N MILWAUKEE AVE,1000,N,MILWAUKEE,AVE,1000 N MILWAUKEE AVE
SR26-00134065,6752 S CAMPBELL AVE,6752,S,CAMPBELL,AVE,6752 S CAMPBELL AVE
SR26-00134070,4453 N MASON AVE,4453,N,MASON,AVE,4453 N MASON AVE
SR26-00134071,919 W CARMEN AVE,919,W,CARMEN,AVE,919 W CARMEN AVE
SR26-00134080,1604 W AUGUSTA BLVD,1604,W,AUGUSTA,BLVD,1604 W AUGUSTA BLVD
SR26-00134117,3599 N CENTRAL PARK,3599,N,CENTRAL PARK,,3599 N CENTRAL PARK
SR26-00134129,1647 W 92ND PL,1647,W,92ND,PL,1647 W 92ND PL
SR26-00134169,6731 S ST LAWRENCE AVE,6731,S,ST LAWRENCE,AVE,6731 S ST LAWRENCE AVE
SR26-00134170,1716 N NARRAGANSETT AVE,1716,N,NARRAGANSETT,AVE,1716 N NARRAGANSETT AVE
SR26-00134174,10559 S AVENUE  G,10559,S,AVENUE G,,10559 S AVENUE G
SR26-00134233,3403 N TRIPP AVE,3403,N,TRIPP,AVE,3403 N TRIPP AVE
SR26-00134249,7747 W ROSEDALE AVE,7747,W,ROSEDALE,AVE,7747 W ROSEDALE AVE
SR26-00134284,4445 N SHERIDAN RD,4445,N,SHERIDAN,RD,4445 N SHERIDAN RD
SR26-00134286,5601 N MOZART ST,5601,N,MOZART,ST,5601 N MOZART ST
SR26-00134311,1035 N ASHLAND AVE,1035,N,ASHLAND,AVE,1035 N ASHLAND AVE
SR26-00134332,5026 W FULTON ST,5026,W,FULTON,ST,5026 W FULTON ST
SR26-00134334,1027 E 61ST ST,1027,E,61ST,ST,1027 E 61ST ST
SR26-00134349,4355 W MARQUETTE RD,4355,W,MARQUETTE,RD,4355 W MARQUETTE RD
SR26-00134362,1200 N ASHLAND AVE,1200,N,ASHLAND,AVE,1200 N ASHLAND AVE
SR26-00134382,6152 S EBERHART AVE,6152,S,EBERHART,AVE,6152 S EBERHART AVE
SR26-00134383,3009 W 59TH ST,3009,W,59TH,ST,3009 W 59TH ST
SR26-00134423,2702 W 54TH ST,2702,W,54TH,ST,2702 W 54TH ST
SR26-00134431,10556 S CENTRAL PARK AVE,10556,S,CENTRAL PARK,AVE,10556 S CENTRAL PARK AVE
SR26-00134432,1244 W 96TH ST,1244,W,96TH,ST,1244 W 96TH ST
SR26-00134435,10500 S AVENUE  H,10500,S,AVENUE H,,10500 S AVENUE H
SR26-00134436,11358 S WENTWORTH AVE,11358,S,WENTWORTH,AVE,11358 S WENTWORTH AVE
SR26-00134439,10630 S CENTRAL PARK AVE,10630,S,CENTRAL PARK,AVE,10630 S CENTRAL PARK AVE
SR26-00134501,30 E LAKE ST,30,E,LAKE,ST,30 E LAKE ST
SR26-00134519,4645 S TRUMBULL AVE,4645,S,TRUMBULL,AVE,4645 S TRUMBULL AVE
SR26-00134529,6922 S KEDVALE AVE,6922,S,KEDVALE,AVE,6922 S KEDVALE AVE
SR26-00134535,9735 S JEFFERY AVE,9735,S,JEFFERY,AVE,9735 S JEFFERY AVE
SR26-00134552,7218S S ROCKWELL ST,7218S,S,ROCKWELL,ST,7218S S ROCKWELL ST
SR26-00134582,2264 E 103RD ST,2264,E,103RD,ST,2264 E 103RD ST
SR26-00134594,9761 S CHARLES ST,9761,S,CHARLES,ST,9761 S CHARLES ST
SR26-00134598,11649 S ABERDEEN ST,11649,S,ABERDEEN,ST,11649 S ABERDEEN ST
SR26-00134600,1600 W 42ND ST,1600,W,42ND,ST,1600 W 42ND ST
SR26-00134602,3822 W MONROE ST,3822,W,MONROE,ST,3822 W MONROE ST
SR26-00134604,1159 N AUSTIN BLVD,1159,N,AUSTIN,BLVD,1159 N AUSTIN BLVD
SR26-00134632,5639 N MAPLEWOOD AVE,5639,N,MAPLEWOOD,AVE,5639 N MAPLEWOOD AVE
SR26-00134657,6760 N SHERIDAN RD,6760,N,SHERIDAN,RD,6760 N SHERIDAN RD
SR26-00134659,6124 S KENNETH AVE,6124,S,KENNETH,AVE,6124 S KENNETH AVE
SR26-00134673,2264 E 103RD ST,2264,E,103RD,ST,2264 E 103RD ST
SR26-00134735,809 E 42ND PL,809,E,42ND,PL,809 E 42ND PL
SR26-00134745,1626 W SUNNYSIDE AVE,1626,W,SUNNYSIDE,AVE,1626 W SUNNYSIDE AVE
SR26-00134761,7928 S JUSTINE ST,7928,S,JUSTINE,ST,7928 S JUSTINE ST
SR26-00134772,551 W FULLERTON AVE,551,W,FULLERTON,AVE,551 W FULLERTON AVE
SR26-00134789,5214 S DR MARTIN LUTHER KING JR DR,5214,S,DR MARTIN LUTHER KING JR,DR,5214 S DR MARTIN LUTHER KING JR DR
SR26-00134790,860 N DEWITT PL,860,N,DEWITT,PL,860 N DEWITT PL
SR26-00134792,5532 S MELVINA AVE,5532,S,MELVINA,AVE,5532 S MELVINA AVE
SR26-00134795,5300 S DR MARTIN LUTHER KING JR DR,5300,S,DR MARTIN LUTHER KING JR,DR,5300 S DR MARTIN LUTHER KING JR DR
SR26-00134803,7126 S INDIANA AVE,7126,S,INDIANA,AVE,7126 S INDIANA AVE
SR26-00134829,10300 S LUELLA AVE,10300,S,LUELLA,AVE,10300 S LUELLA AVE
SR26-00134838,1826 N NEW ENGLAND AVE,1826,N,NEW ENGLAND,AVE,1826 N NEW ENGLAND AVE
SR26-00134887,3836 W 60TH ST,3836,W,60TH,ST,3836 W 60TH ST
SR26-00134914,1363 W HUBBARD ST,1363,W,HUBBARD,ST,1363 W HUBBARD ST
SR26-00134916,857 N WESTERN AVE,857,N,WESTERN,AVE,857 N WESTERN AVE
SR26-00134928,2936 N WOODARD ST,2936,N,WOODARD,ST,2936 N WOODARD ST
SR26-00134941,3230 W WILSON AVE,3230,W,WILSON,AVE,3230 W WILSON AVE
SR26-00134969,5552 S KOLIN AVE,5552,S,KOLIN,AVE,5552 S KOLIN AVE
SR26-00134977,1023 W BELMONT AVE,1023,W,BELMONT,AVE,1023 W BELMONT AVE
SR26-00134990,6111 W NEWPORT AVE,6111,W,NEWPORT,AVE,6111 W NEWPORT AVE
SR26-00134991,1237 W FULLERTON AVE,1237,W,FULLERTON,AVE,1237 W FULLERTON AVE
SR26-00134992,2244 E 75TH ST,2244,E,75TH,ST,2244 E 75TH ST
SR26-00134997,1117 N DEARBORN ST,1117,N,DEARBORN,ST,1117 N DEARBORN ST
SR26-00135009,4854 N BERNARD ST,4854,N,BERNARD,ST,4854 N BERNARD ST
SR26-00135018,1150 N DEARBORN ST,1150,N,DEARBORN,ST,1150 N DEARBORN ST
SR26-00135032,11500 S WENTWORTH AVE,11500,S,WENTWORTH,AVE,11500 S WENTWORTH AVE
SR26-00135057,3341 W 59TH PL,3341,W,59TH,PL,3341 W 59TH PL
SR26-00135058,66 W OAK ST,66,W,OAK,ST,66 W OAK ST
SR26-00135063,3616 N MILWAUKEE AVE,3616,N,MILWAUKEE,AVE,3616 N MILWAUKEE AVE
SR26-00135090,9904 S HOYNE AVE,9904,S,HOYNE,AVE,9904 S HOYNE AVE
SR26-00135092,6448 W 63RD PL,6448,W,63RD,PL,6448 W 63RD PL
